ts,Open,High,Low,Close,Volume,ma5,ma10,ma20,ma60,ma120,ma5.1,ma10.1,ma20.1,ma60.1,ma120.1,RSV,%K,%D,MACD,Signal,Histogram,ma5,ma10,ma20,ma60,ma120
2025-02-03,61.6,62.5,61.2,62.4,20711.0,61.4,61.28,59.82,56.88,56.88,61.4,61.28,59.82,56.88,56.88,96.08,80.68,70.53,1.23,1.23,0.0,61.4,61.28,59.82,56.88,56.88
2025-02-10,62.1,62.85,61.85,62.85,28092.0,61.92,61.44,60.13,57.02,57.02,61.92,61.44,60.13,57.02,57.02,100.0,87.12,76.06,1.26,1.23,0.03,61.92,61.44,60.13,57.02,57.02
2025-02-17,62.7,62.95,62.5,62.6,40787.0,62.27,61.54,60.41,57.14,57.14,62.27,61.54,60.41,57.14,57.14,88.33,87.52,79.88,1.25,1.24,0.01,62.27,61.54,60.41,57.14,57.14
2025-02-24,61.55,61.9,60.85,61.15,33423.0,62.25,61.5,60.61,57.23,57.23,62.25,61.5,60.61,57.23,57.23,14.29,63.11,74.29,1.09,1.21,-0.12,62.25,61.5,60.61,57.23,57.23
2025-03-03,61.15,61.25,59.1,59.2,19457.0,61.64,61.45,60.67,57.27,57.27,61.64,61.45,60.67,57.27,57.27,2.6,42.94,63.84,0.78,1.13,-0.35,61.64,61.45,60.67,57.27,57.27
2025-03-10,59.0,59.2,57.25,57.4,16568.0,60.64,61.02,60.6,57.27,57.27,60.64,61.02,60.6,57.27,57.27,2.63,29.5,52.39,0.38,0.99,-0.61,60.64,61.02,60.6,57.27,57.27
2025-03-17,57.9,58.95,57.75,58.5,17935.0,59.77,60.85,60.61,57.3,57.3,59.77,60.85,60.61,57.3,57.3,21.93,26.98,43.92,0.18,0.85,-0.67,59.77,60.85,60.61,57.3,57.3
2025-03-24,58.8,59.8,58.8,59.1,8821.0,59.07,60.67,60.71,57.33,57.33,59.07,60.67,60.71,57.33,57.33,39.78,31.25,39.7,0.08,0.71,-0.63,59.07,60.67,60.71,57.33,57.33
2025-03-31,57.5,58.55,57.45,58.4,6066.0,58.52,60.39,60.63,57.35,57.35,58.52,60.39,60.63,57.35,57.35,28.75,30.42,36.6,-0.06,0.57,-0.63,58.52,60.39,60.63,57.35,57.35
2025-04-07,50.7,56.65,50.2,54.35,43870.0,57.55,59.6,60.34,57.3,57.3,57.55,59.6,60.34,57.3,57.3,43.23,34.69,35.96,-0.51,0.37,-0.88,57.55,59.6,60.34,57.3,57.3
2025-04-14,55.2,55.2,53.7,54.2,18048.0,56.91,58.78,60.02,57.24,57.24,56.91,58.78,60.02,57.24,57.24,41.67,37.01,36.31,-0.85,0.15,-1.0,56.91,58.78,60.02,57.24,57.24
2025-04-21,53.6,56.1,52.55,55.95,12688.0,56.4,58.08,59.76,57.21,57.21,56.4,58.08,59.76,57.21,57.21,59.9,44.64,39.09,-0.94,-0.05,-0.89,56.4,58.08,59.76,57.21,57.21
2025-04-28,55.95,56.5,55.0,55.25,14259.0,55.63,57.35,59.45,57.18,57.18,55.63,57.35,59.45,57.18,57.18,60.48,49.92,42.7,-1.04,-0.23,-0.81,55.63,57.35,59.45,57.18,57.18
2025-05-05,54.6,54.6,52.05,53.7,25623.0,54.69,56.6,59.05,57.12,57.12,54.69,56.6,59.05,57.12,57.12,54.26,51.37,45.59,-1.24,-0.41,-0.82,54.69,56.6,59.05,57.12,57.12
2025-05-12,54.4,55.9,54.25,55.65,23704.0,54.95,56.25,58.85,57.09,57.09,54.95,56.25,58.85,57.09,57.09,80.9,61.21,50.8,-1.19,-0.55,-0.64,54.95,56.25,58.85,57.09,57.09
2025-05-19,55.7,56.25,54.7,54.75,10378.0,55.06,55.98,58.5,57.05,57.05,55.06,55.98,58.5,57.05,57.05,60.67,61.03,54.21,-1.22,-0.67,-0.54,55.06,55.98,58.5,57.05,57.05
2025-05-26,54.85,56.15,54.55,56.1,9222.0,55.09,55.74,58.3,57.03,57.03,55.09,55.74,58.3,57.03,57.03,91.01,71.03,59.81,-1.09,-0.75,-0.34,55.09,55.74,58.3,57.03,57.03
2025-06-02,55.4,56.1,55.05,55.85,9857.0,55.21,55.42,58.04,57.01,57.01,55.21,55.42,58.04,57.01,57.01,90.48,77.51,65.71,-1.01,-0.8,-0.21,55.21,55.42,58.04,57.01,57.01
2025-06-09,56.2,56.5,54.75,55.15,11504.0,55.5,55.1,57.74,57.06,56.98,55.5,55.1,57.74,57.06,56.98,40.0,65.01,65.48,-0.99,-0.83,-0.16,55.5,55.1,57.74,57.06,56.98
