ts,Open,High,Low,Close,Volume,RSV,%K,%D,MACD,Signal,Histogram,ma5,ma10,ma20,ma60,ma120
2024-12-01,200.0,200.0,200.0,200.0,13,100.0,50.13,37.55,-0.26,-0.42,0.16,190.2,190.94,192.68,188.41,185.9
2024-12-02,188.5,191.7,188.5,191.7,10476,46.45,48.9,41.33,-0.22,-0.38,0.16,190.57,190.89,192.58,188.6,186.04
2024-12-03,194.3,194.85,193.75,194.3,9909,63.23,53.68,45.45,0.04,-0.3,0.34,192.01,191.18,192.54,188.99,186.22
2024-12-04,194.7,195.45,194.05,195.45,6407,70.65,59.33,50.08,0.32,-0.19,0.51,193.74,191.79,192.44,189.37,186.41
2024-12-05,195.75,196.6,195.65,196.5,7425,69.57,62.74,54.3,0.62,-0.04,0.67,195.59,192.13,192.31,189.73,186.57
2024-12-06,196.5,196.7,195.0,195.75,6778,88.41,71.3,59.97,0.77,0.11,0.66,194.74,192.47,192.14,190.13,186.71
2024-12-09,196.15,196.25,195.7,196.0,4620,76.27,72.96,64.3,0.88,0.25,0.64,195.6,193.08,192.24,190.52,186.85
2024-12-10,195.75,196.45,194.55,194.6,4443,20.75,55.56,61.38,0.83,0.35,0.48,195.66,193.83,192.34,190.9,186.97
2024-12-11,193.0,194.25,192.6,192.9,6659,7.32,39.48,54.08,0.64,0.4,0.23,195.15,194.44,192.43,191.15,187.05
2024-12-12,194.9,195.75,194.45,195.15,4994,62.2,47.05,51.74,0.67,0.45,0.22,194.88,195.24,192.57,191.42,187.11
2024-12-13,194.65,195.6,194.1,195.3,4486,70.13,54.74,52.74,0.7,0.5,0.2,194.79,194.76,192.86,191.7,187.16
2024-12-16,197.0,197.65,195.75,196.1,7319,69.31,59.6,55.03,0.78,0.55,0.23,194.81,195.2,193.05,192.01,187.22
2024-12-17,197.1,198.05,196.75,197.1,9268,82.57,67.25,59.1,0.91,0.61,0.29,195.31,195.48,193.33,192.29,187.33
2024-12-18,196.8,197.85,195.6,197.1,6501,75.95,70.15,62.79,0.99,0.68,0.31,196.15,195.65,193.72,192.53,187.44
2024-12-19,194.35,194.8,193.55,194.4,12860,18.89,53.06,59.55,0.8,0.7,0.1,196.0,195.44,193.78,192.72,187.52
2024-12-20,193.75,193.75,192.0,192.6,11010,9.92,38.68,52.59,0.49,0.66,-0.18,195.46,195.12,193.8,192.84,187.58
2024-12-23,194.7,197.3,194.5,197.25,11121,86.78,54.71,53.3,0.65,0.66,-0.01,195.69,195.25,194.17,193.0,187.67
2024-12-24,198.5,199.1,197.5,197.8,8175,81.69,63.71,56.77,0.81,0.69,0.12,195.83,195.57,194.7,193.14,187.76
2024-12-25,198.5,198.5,197.45,198.4,5873,90.14,72.52,62.02,0.96,0.74,0.23,196.09,196.12,195.28,193.3,187.87
2024-12-26,198.4,198.5,198.0,198.25,4784,88.03,77.69,67.24,1.05,0.8,0.25,196.86,196.43,195.83,193.54,187.96
2024-12-27,197.6,199.05,197.3,198.9,6969,95.65,83.68,72.72,1.15,0.86,0.29,198.12,196.79,195.78,193.8,188.01
2024-12-30,198.15,198.65,197.65,197.8,8650,27.78,65.04,70.16,1.11,0.91,0.2,198.23,196.96,196.08,194.03,188.06
2024-12-31,196.7,196.9,195.6,195.75,7773,4.35,44.81,61.71,0.88,0.9,-0.02,197.82,196.82,196.16,194.16,188.04
2025-01-02,195.65,195.65,193.25,194.05,12741,13.79,34.47,52.63,0.55,0.84,-0.29,196.95,196.52,196.08,194.27,188.01
2025-01-03,196.0,196.95,195.2,196.0,7094,47.41,38.79,48.02,0.47,0.77,-0.3,196.5,196.68,196.06,194.39,187.99
2025-01-06,198.65,202.3,198.6,202.15,24546,98.34,58.64,51.56,0.93,0.8,0.13,197.15,197.64,196.38,194.56,187.99
2025-01-07,204.95,206.0,204.25,204.4,15880,87.45,68.24,57.12,1.45,0.92,0.53,198.47,198.35,196.8,194.76,188.06
2025-01-08,202.65,203.35,201.05,201.35,11792,63.53,66.67,60.3,1.55,1.03,0.51,199.59,198.7,197.14,194.84,188.09
2025-01-09,200.2,201.15,199.0,199.05,8363,35.65,56.33,58.98,1.39,1.1,0.29,200.59,198.77,197.44,194.94,188.11
2025-01-10,199.0,199.55,198.0,199.0,8272,12.5,41.72,53.23,1.25,1.12,0.12,201.19,198.84,197.64,195.04,188.15
2025-01-13,199.0,199.0,194.1,194.4,20497,2.52,28.65,45.04,0.72,1.05,-0.33,199.64,198.4,197.59,194.97,188.18
